Genus_species,mycorrhizal state
Parapiptadenia_rigida,AM
Parietaria_judaica,AMNM
Paris_quadrifolia,AMNM
Parkia_biglobosa,AM
Parkia_speciosa,AM
Parkinsonia_aculeata,AM
Parkinsonia_praecox,AM
Parnassia_palustris,AMNM
Parrya_nudicaulis,NM
Parthenium_hysterophorus,AM
Parthenocissus_inserta,AM
Paspalum_conjugatum,AM
Paspalum_dilatatum,AM
Paspalum_distichum,AM
Paspalum_notatum,AM
Paspalum_thunbergii,AM
Passiflora_caerulea,AM
Pastinaca_sativa,AM
Paulownia_tomentosa,AM
Pausinystalia_johimbe,AM
Pedicularis_capitata,NM
Pedicularis_hirsuta,NM
Pedicularis_lanata,NM
Pedicularis_langsdorffii,NM
Pedicularis_lapponica,NM
Pedicularis_oederi,NM
Pedicularis_sudetica,NM
Pedicularis_sylvatica,NM
Pedicularis_verticillata,NM
Pediomelum_esculentum,AM
Peganum_harmala,AM
Pelargonium_zonale,AM
Peltophorum_dubium,AMNM
Pennisetum_villosum,AM
Penstemon_cardwellii,AM
Pentaclethra_macroloba,AM
Pentaclethra_macrophylla,AM
Peperomia_hesperomannii,AM
Pereskia_aculeata,NM
Perilla_frutescens,NM
Periploca_graeca,AMNM
Persea_americana,AM
Persicaria_hydropiper,AMNM
Persicaria_lapathifolia,AMNM
Persicaria_longiseta,NM
Persicaria_maculosa,AMNM
Petasites_albus,AMNM
Petasites_frigidus,NM
Petroselinum_crispum,AMNM
Petunia_x,AM
Phacelia_tanacetifolia,AM
Phagnalon_rupestre,AM
Phalaris_arundinacea,AMNM
Phaseolus_coccineus,AM
Phaseolus_lunatus,AM
Phaseolus_vulgaris,AM
Phellodendron_amurense,AMNM
Philadelphus_caucasicus,AM
Phillyrea_angustifolia,AM
Philodendron_ornatum,NM
Philodendron_undulatum,NM
Phleum_alpinum,AM
Phleum_phleoides,AMNM
Phleum_pratense,AMNM
Phlomis_tuberosa,AM
Phlox_paniculata,AM
Phoebe_lanceolata,AM
Phoenix_canariensis,AM
Phoenix_dactylifera,AM
Photinia_melanocarpa,AM
Phragmites_australis,AMNM
Phyla_nodiflora,AM
Phylica_ericoides,AM
Phyllanthus_niruri,AM
Phyllanthus_urinaria,AM
Physalis_alkekengi,AM
Phyteuma_spicatum,AMNM
Picea_abies,EM
Picea_alcoquiana,EM
Picea_asperata,EM
Picea_breweriana,EM
Picea_engelmannii,EM
Picea_glauca,EM
Picea_jezoensis,EM
Picea_koraiensis,EM
Picea_likiangensis,EM
Picea_mariana,EM
Picea_orientalis,EM
Picea_pungens,EM
Picea_rubens,EM
Picea_schrenkiana,EM
Picea_sitchensis,EM
Picea_smithiana,EM
Picea_wilsonii,EM
Picralima_nitida,AM
Picris_hieracioides,AM
Pimpinella_rhodantha,AMNM
Pimpinella_saxifraga,AMNM
Pinellia_ternata,AM
Pinguicula_alpina,NM
Pinguicula_vulgaris,NM
Pinus_albicaulis,EM
Pinus_aristata,EM
Pinus_armandii,EM
Pinus_attenuata,EM
Pinus_ayacahuite,EM
Pinus_banksiana,EM
Pinus_brutia,EM
Pinus_bungeana,EM
Pinus_canariensis,EM
Pinus_cembroides,EM
Pinus_clausa,EM
Pinus_contorta,EM
Pinus_coulteri,EM
Pinus_densiflora,EM
Pinus_echinata,EM
Pinus_edulis,EM
Pinus_elliottii,EM
Pinus_flexilis,EM
Pinus_gerardiana,EM
Pinus_glabra,EM
Pinus_greggii,EM
Pinus_halepensis,EM
Pinus_hartwegii,EM
Pinus_heldreichii,EM
Pinus_jeffreyi,EM
Pinus_koraiensis,EM
Pinus_lambertiana,EM
Pinus_massoniana,EM
Pinus_merkusii,EM
Pinus_monophylla,EM
Pinus_montezumae,EM
Pinus_monticola,EM
Pinus_mugo,EM
Pinus_muricata,EM
Pinus_nigra,EM
Pinus_occidentalis,EM
Pinus_oocarpa,EM
Pinus_palustris,EM
Pinus_parviflora,EM
Pinus_patula,EM
Pinus_pinaster,EM
Pinus_ponderosa,EM
Pinus_pseudostrobus,EM
Pinus_pumila,EM
Pinus_pungens,EM
Pinus_radiata,EM
Pinus_rigida,EM
Pinus_roxburghii,EM
Pinus_sabiniana,EM
Pinus_serotina,EM
Pinus_sibirica,EM
Pinus_strobus,EM
Pinus_sylvestris,EM
Pinus_tabuliformis,EM
Pinus_taeda,EM
Pinus_teocote,EM
Pinus_thunbergii,EM
Pinus_virginiana,EM
Pinus_wallichiana,EM
Pinus_yunnanensis,EM
Piper_amalago,NM
Piper_hostmannianum,AM
Piper_longum,AM
Piper_nigrum,AMNM
Piper_sarmentosum,AM
Piptadeniastrum_africanum,AM
Pipturus_albidus,AM
Pisonia_umbellifera,NM
Pistacia_atlantica,AM
Pistacia_lentiscus,AM
Pistacia_terebinthus,AM
Pistacia_vera,AM
Pistia_stratiotes,NM
Pisum_sativum,AM
Pittocaulon_praecox,AMNM
Pittosporum_gayanum,AM
Plantago_asiatica,AM
Plantago_atrata,AMNM
Plantago_cornuti,AM
Plantago_coronopus,AM
Plantago_lanceolata,AM
Plantago_major,AM
Plantago_maritima,AM
Plantago_maxima,AM
Plantago_media,AM
Platanus_occidentalis,AM
Platanus_orientalis,AM
Platycladus_orientalis,AM
Platycyamus_regnellii,AM
Platypodium_elegans,AM
Pleurophyllum_hookeri,AM
Plumeria_obtusa,AM
Plumeria_rubra,AM
Poa_acroleuca,AM
Poa_alpina,AMNM
Poa_annua,AMNM
Poa_arctica,NM
Poa_badensis,AMNM
Poa_bulbosa,AM
Poa_compressa,AMNM
Poa_cookii,AMNM
Poa_flexuosa,AMNM
Poa_foliosa,NM
Poa_glauca,AM
Poa_kerguelensis,AM
Poa_litorosa,NM
Poa_nemoralis,AMNM
Poa_palustris,AMNM
Poa_pratensis,AMNM
Poa_trivialis,AMNM
Podocarpus_neriifolius,AM
Podophyllum_peltatum,AM
Poecilanthe_parviflora,AM
Poga_oleosa,AM
Polemonium_boreale,NM
Polemonium_caeruleum,AMNM
Polycalymma_stuartii,AM
Polygala_amarella,AMNM
Polygala_calcarea,AM
Polygala_chamaebuxus,AMNM
Polygala_comosa,AM
Polygala_serpyllifolia,AM
Polygala_vulgaris,AM
Polygonatum_multiflorum,AMNM
Polygonatum_odoratum,AMNM
Polygonum_aviculare,AMNM
Polygonum_maritimum,NM
Polygonum_weyrichii,EM
Polypogon_monspeliensis,AMNM
Pometia_pinnata,AMNM
Populus_alba,EM
Populus_balsamifera,EM
Populus_deltoides,EM
Populus_euphratica,AM
Populus_nigra,EM
Populus_tremula,EM
Populus_tremuloides,EM
Populus_trichocarpa,EM
Portulaca_grandiflora,NM
Portulaca_oleracea,AMNM
Potamogeton_crispus,NM
Potamogeton_gramineus,NM
Potamogeton_lucens,NM
Potamogeton_natans,AMNM
Potamogeton_perfoliatus,NM
Potamogeton_polygonifolius,NM
Potamogeton_praelongus,NM
Potentilla_anglica,AM
Potentilla_anserina,AM
Potentilla_argentea,AM
Potentilla_aurea,AM
Potentilla_chrysantha,AM
Potentilla_crantzii,AM
Potentilla_erecta,AMNM
Potentilla_hookeriana,AM
Potentilla_hyparctica,NM
Potentilla_neumanniana,AM
Potentilla_pulchella,AM
Potentilla_recta,AM
Potentilla_reptans,AM
Potentilla_sterilis,AM
Potentilla_supina,AM
Pourouma_bicolor,AM
Pouteria_ambelaniifolia,AM
Pouteria_guianensis,AM
Prangos_pabularia,AM
Primula_algida,AMNM
Primula_auricula,AM
Primula_elatior,AM
Primula_farinosa,AM
Primula_macrocalyx,AM
Primula_minima,AMNM
Primula_obconica,AM
Primula_pallasii,NM
Primula_veris,AMNM
Primula_vulgaris,AM
Pringlea_antiscorbutica,NM
Prinsepia_sinensis,AMNM
Prioria_copaifera,AM
Proserpinaca_palustris,AM
Prosopis_articulata,AM
Prosopis_cineraria,AM
Prosopis_glandulosa,AM
Prosopis_juliflora,AM
Prosopis_laevigata,AM
Protium_decandrum,AM
Prumnopitys_taxifolia,AM
Prunella_grandiflora,AM
Prunella_vulgaris,AMNM
Prunus_africana,AM
Prunus_cerasifera,AM
Prunus_domestica,AMNM
Prunus_maritima,AM
Prunus_pensylvanica,AM
Prunus_persica,AM
Prunus_serotina,AM
Prunus_spinosa,AMNM
Prunus_tomentosa,AM
Prunus_triloba,AM
Prunus_ussuriensis,AMNM
Prunus_virginiana,AM
Psathyrostachys_juncea,AMNM
Pseudobombax_grandiflorum,AM
Pseudognaphalium_luteoalbum,AM
Pseudolarix_amabilis,EM
Pseudotsuga_macrocarpa,EM
Pseudotsuga_menziesii,EM
Psidium_guajava,AM
Ptelea_trifoliata,AM
Pterogyne_nitens,AM
Pterospermum_menglunense,AM
Ptilotus_latifolius,NM
Ptilotus_obovatus,NM
Ptilotus_sessilifolius,NM
Puccinellia_distans,AMNM
Pueraria_phaseoloides,AM
Pulicaria_dysenterica,AM
Pulmonaria_mollis,AMNM
Pulmonaria_obscura,AM
Pulmonaria_officinalis,AMNM
Pulsatilla_pratensis,AM
Pulsatilla_violacea,AMNM
Pulsatilla_vulgaris,AMNM
Pycnanthemum_tenuifolium,AM
Pycnanthemum_virginianum,AM
Pycnanthus_angolensis,AM
Pycnocomon_rutifolium,AM
Pycreus_flavescens,AM
Pyrola_media,AM
Pyrus_communis,AM
Pyrus_pyraster,AM
Pyrus_ussuriensis,AMNM
Quercus_alba,EM
Quercus_cerris,EM
Quercus_dentata,EM
Quercus_ilex,EM
Quercus_lobata,EM
Quercus_mongolica,EM
Quercus_palustris,EM
Quercus_petraea,EM
Quercus_pubescens,EM
Quercus_robur,EM
Quercus_rubra,EM
Quercus_suber,EM
Quercus_velutina,EM
Ranunculus_acris,AM
Ranunculus_adoneus,AM
Ranunculus_alpestris,AM
Ranunculus_ampelophyllus,AM
Ranunculus_aquatilis,AM
Ranunculus_arvensis,AM
Ranunculus_auricomus,AMNM
Ranunculus_biternatus,AM
Ranunculus_bulbosus,AM
Ranunculus_caucasicus,AM
Ranunculus_crassipes,AM
Ranunculus_flammula,AMNM
Ranunculus_glacialis,AMNM
Ranunculus_japonicus,AMNM
Ranunculus_lingua,AMNM
Ranunculus_montanus,AM
Ranunculus_nemorosus,AM
Ranunculus_paludosus,AM
Ranunculus_polyanthemos,AM
Ranunculus_pygmaeus,AM
Ranunculus_repens,AMNM
Ranunculus_reptans,AM
Ranunculus_rufosepalus,AM
Ranunculus_sardous,AM
Ranunculus_sceleratus,AMNM
Ranunculus_silerifolius,AM
Ranunculus_sulphureus,NM
Raphanus_raphanistrum,NM
Raphanus_sativus,AMNM
Ratibida_columnifera,AM
Raukaua_laetevirens,AM
Rauvolfia_serpentina,AM
Remya_kauaiensis,AM
Reseda_alba,NM
Reseda_lutea,AMNM
Reseda_luteola,AMNM
Retrophyllum_rospigliosii,AM
Rhamnus_cathartica,AMNM
Rhamnus_davurica,AMNM
Rhamnus_lycioides,AM
Rhaphidophora_decursiva,AM
Rhaponticum_repens,AM
Rhinanthus_minor,AMNM
Rhipsalis_baccifera,NM
Rhodiola_heterodonta,NM
Rhodiola_rosea,AMNM
Rhododendron_mucronulatum,NM
Rhodomyrtus_tomentosa,AM
Rhus_chinensis,AM
Rhus_coriaria,NM
Rhus_typhina,AMNM
Rhynchocorys_orientalis,NM
Rhynchosia_minima,AM
Rhynchospora_alba,NM
Rhynchospora_corymbosa,AM
Ribes_alpinum,AMNM
Ribes_aureum,AMNM
Ribes_nigrum,AM
Ribes_rubrum,AM
Ricinodendron_heudelotii,AM
Ricinus_communis,AM
Robinia_pseudoacacia,EM
Rochelia_disperma,AM
Rorippa_amphibia,NM
Rorippa_islandica,AM
Rorippa_palustris,NM
Rosa_acicularis,AMNM
Rosa_arvensis,AM
Rosa_beggeriana,AM
Rosa_canina,AM
Rosa_davurica,AMNM
Rosa_majalis,AM
Rosa_maximowicziana,AM
Rosa_mollis,AM
Rosa_multiflora,AMNM
Rosa_persica,AM
Rosa_rubrifolia,AM
Rosa_rugosa,AMNM
Rosa_sempervirens,AM
Rosa_spinosissima,AM
Rosmarinus_officinalis,AM
Rubus_allegheniensis,AM
Rubus_arcticus,AMNM
Rubus_caesius,AMNM
Rubus_chamaemorus,AMNM
Rubus_crataegifolius,NM
Rubus_fruticosus,AM
Rubus_idaeus,AMNM
Rubus_nessensis,AM
Rubus_phoenicolasius,AM
Rubus_rufus,AM
Rubus_saxatilis,AMNM
Rubus_ulmifolius,AM
Rudbeckia_hirta,AM
Rumex_acetosa,AMNM
Rumex_acetosella,AMNM
Rumex_arcticus,NM
Rumex_conglomeratus,NM
Rumex_crispus,AMNM
Rumex_hastatus,AM
Rumex_japonicus,NM
Rumex_obtusifolius,AMNM
Rumex_scutatus,AMNM
Rumex_thyrsiflorus,NM
Ruprechtia_laxiflora,AMNM
Ruscus_aculeatus,AM
Ruta_graveolens,AM
Saccharum_officinarum,AM
Saccharum_spontaneum,AM
Sacoglottis_gabonensis,AM
Sagina_apetala,NM
Sagina_maritima,AM
Sagina_nivalis,NM
Sagina_procumbens,NM
Sagittaria_latifolia,AM
Sagittaria_sagittifolia,AMNM
Salicornia_europaea,AMNM
Salix_alba,EM
Salix_arctica,EM
Salix_babylonica,EM
Salix_bebbiana,EM
Salix_caprea,EM
Salix_cinerea,EM
Salix_dasyclados,EM
Salix_fragilis,EM
Salix_glauca,EM
Salix_gracilistyla,AMNM
Salix_hastata,EM
Salix_herbacea,EM
Salix_lanata,EM
Salix_lapponum,EM
Salix_myrsinifolia,EM
Salix_myrsinites,EM
Salix_myrtilloides,NM
Salix_phylicifolia,EM
Salix_polaris,EM
Salix_purpurea,EM
Salix_reinii,EM
Salix_repens,EM
Salix_reticulata,EM
Salix_retusa,EM
Salix_rorida,EM
Salix_rosmarinifolia,EM
Salix_triandra,EM
Salix_viminalis,EM
Salsola_kali,AMNM
Salsola_laricifolia,AM
Salvia_azurea,AM
Salvia_nemorosa,AM
Salvia_nubicola,AM
Salvia_officinalis,AM
Salvia_pratensis,AM
Salvia_splendens,AM
Salvia_verbenaca,AM
Salvia_verticillata,AM
Samanea_saman,AM
Sambucus_canadensis,AM
Sambucus_nigra,AMNM
Sambucus_racemosa,AMNM
Samolus_valerandi,AM
Sanguisorba_minor,AM
Sanguisorba_officinalis,AMNM
Sansevieria_trifasciata,AM
Sapindus_saponaria,AM
Saponaria_officinalis,NM
Satureja_hortensis,AM
Satureja_montana,AM
Sauropus_androgynus,AM
Saussurea_alpina,AM
Saussurea_amara,AM
Saussurea_nuda,NM
Saxifraga_aizoides,AMNM
Saxifraga_bronchialis,AM
Saxifraga_cernua,NM
Saxifraga_cespitosa,NM
Saxifraga_cymbalaria,AM
Saxifraga_exarata,NM
Saxifraga_hirculus,NM
Saxifraga_moschata,NM
Saxifraga_oppositifolia,AMNM
Saxifraga_paniculata,AMNM
Saxifraga_punctata,NM
Scabiosa_columbaria,AM
Scabiosa_ochroleuca,AM
Scadoxus_multiflorus,AM
Scaevola_chamissoniana,AM
Scaevola_gaudichaudii,AM
Scaevola_parvibarbata,AM
Scaevola_procera,AM
Scaevola_taccada,AM
Schefflera_angustissima,AM
Scheuchzeria_palustris,NM
Schiedea_spergulina,AM
Schinus_terebinthifolius,AM
Schisandra_chinensis,AMNM
Schisandra_sphenanthera,AM
Schismus_arabicus,AMNM
Schismus_barbatus,NM
Schivereckia_podolica,NM
Schizachne_purpurascens,AM
Schizachyrium_scoparium,AM
Schizanthus_pinnatus,AM
Schizolobium_parahyba,AM
Schlumbergera_truncata,AM
Schoenoplectiella_juncoides,NM
Schoenoplectus_pungens,AM
Schoenoplectus_tabernaemontani,AMNM
Schoenoplectus_validus,AM
Schoenus_nigricans,AMNM
Scirpoides_holoschoenus,NM
Scirpus_cyperinus,AM
Scirpus_pendulus,AM
Scirpus_sylvaticus,NM
Scleranthus_annuus,AMNM
Sclerocarya_birrea,AM
Sclerolaena_diacantha,AM
Scolochloa_festucacea,AMNM
Scorodophloeus_zenkeri,AM
Scorpiurus_muricatus,AM
Scorzonera_humilis,AM
Scorzonera_purpurea,AM
Scrophularia_auriculata,AM
Scrophularia_nodosa,AMNM
Scrophularia_umbrosa,NM
Scutellaria_galericulata,AMNM
Scutellaria_orientalis,AM
Scutellaria_scordifolia,AM
Sebastiania_commersoniana,AM
Secale_cereale,AMNM
Sedum_acre,AMNM
Sedum_dasyphyllum,NM
Sedum_hispanicum,NM
Sedum_rupestre,NM
Sedum_sarmentosum,AM
Sempervivum_tectorum,NM
Senecio_inaequidens,AMNM
Senecio_nemorensis,AM
Senecio_squalidus,AM
Senecio_sylvaticus,AMNM
Senecio_vernalis,AM
Senecio_viscosus,AM
Senecio_vulgaris,AMNM
Senna_reticulata,AM
Senna_siamea,AM
Sequoia_sempervirens,AM
Sequoiadendron_giganteum,AM
Serenoa_repens,AM
Serratula_coronata,AM
Sesamum_indicum,AM
Sesbania_grandiflora,AM
Sesbania_punicea,AM
Sesbania_sesban,AM
Sesbania_tomentosa,AM
Seseli_tortuosum,AM
Sesleria_caerulea,AMNM
Sesuvium_portulacastrum,AMNM
Setaria_italica,AM
Setaria_palmifolia,AM
Setaria_parviflora,AM
Setaria_pumila,AM
Setaria_verticillata,AM
Setaria_viridis,AMNM
Shepherdia_canadensis,AM
Sherardia_arvensis,AM
Shibataea_kumasaca,AM
Shorea_balangeran,AM
Shorea_beccariana,EM
Shorea_leprosula,EM
Shorea_pinanga,EM
Shorea_teysmanniana,AM
Shorea_xanthophylla,EM
Sibbaldia_procumbens,AMNM
Sida_fallax,AM
Sideritis_montana,AM
Sigesbeckia_orientalis,AM
Silaum_silaus,AM
Silene_acaulis,AMNM
Silene_chalcedonica,NM
Silene_dioica,AMNM
Silene_involucrata,NM
Silene_latifolia,NM
Silene_noctiflora,NM
Silene_nutans,AMNM
Silene_otites,AM
Silene_viscaria,NM
Silene_vulgaris,AMNM
Simarouba_amara,AM
Sinapis_alba,NM
Sinapis_arvensis,AMNM
Sisymbrium_altissimum,NM
Sisymbrium_irio,AM
Sisymbrium_loeselii,AMNM
Sisymbrium_officinale,AMNM
Sisymbrium_orientale,AMNM
Sium_latifolium,NM
Sloanea_guianensis,AM
Smilax_aspera,AM
Smilax_excelsa,AM
Socratea_exorrhiza,AM
Solanum_aculeatissimum,AM
Solanum_argenteum,AM
Solanum_dulcamara,AMNM
Solanum_hindsianum,AM
Solanum_nigrum,AMNM
Solanum_pseudocapsicum,AM
Solanum_tuberosum,AM
Soldanella_alpina,AMNM
Solidago_canadensis,AMNM
Solidago_gigantea,AM
Solidago_nemoralis,AM
Solidago_rigida,AM
Solidago_rugosa,AM
Solidago_sempervirens,AM
Solidago_virgaurea,AM
Sonchus_arvensis,AMNM
Sonchus_asper,AMNM
Sonchus_oleraceus,AM
Sophora_chrysophylla,AM
Sorbaria_sorbifolia,AMNM
Sorbus_aria,AM
Sorbus_aucuparia,AMNM
Sorbus_intermedia,AM
Sorbus_pohuashanensis,AMNM
Sorghastrum_nutans,AM
Sorghum_bicolor,AM
Sorghum_halepense,AMNM
Sorghum_nitidum,AM
Sorghum_x,AM
Sorocea_bonplandii,AM
Sparganium_angustifolium,NM
Sparganium_emersum,AMNM
Sparganium_erectum,AMNM
Sparganium_eurycarpum,AM
Spartina_alterniflora,AMNM
Spartina_anglica,NM
Spartina_cynosuroides,AM
Spartina_gracilis,AM
Spartina_patens,AM
Spartina_pectinata,AM
Spartium_junceum,AM
Spergula_arvensis,AMNM
Spergularia_marina,AMNM
Spergularia_media,AMNM
Spergularia_rubra,NM
Sphagneticola_trilobata,AM
Sphenopholis_obtusata,AM
Spiraea_betulifolia,AM
Spiraea_chamaedryfolia,AM
Spiraea_hypericifolia,AM
Spiraea_japonica,AMNM
Spiraea_salicifolia,NM
Spiraea_trilobata,AM
Spirodela_polyrhiza,AM
Spodiopogon_cotulifer,AM
Sporobolus_airoides,AM
Sporobolus_cryptandrus,AM
Sporobolus_fertilis,AM
Sporobolus_heterolepis,AM
Sporobolus_virginicus,AM
Sporobolus_wrightii,AM
Staavia_radiata,AM
Stachys_germanica,AM
Stachys_maritima,AM
Stachys_palustris,AM
Stachys_recta,NM
Stachys_sylvatica,AMNM
Staphylea_colchica,AMNM
Staudtia_kamerunensis,AM
Stegnosperma_halimifolium,AM
Steinchisma_laxum,AM
Stellaria_alsine,NM
Stellaria_graminea,AMNM
Stellaria_holostea,AMNM
Stellaria_longipes,NM
Stellaria_media,AMNM
Stellaria_nemorum,AMNM
Stenocereus_queretaroensis,AM
Stenocereus_stellatus,AM
Stenocereus_thurberi,AM
Stenogyne_purpurea,AM
Sterculia_pruriens,AM
Stilbocarpa_polaris,NM
Stipa_bungeana,AM
Stipa_capillata,AMNM
Stipa_holosericea,AM
Stipa_lessingiana,AM
Stipa_orientalis,AM
Stipa_pennata,AM
Stipa_tirsa,AM
Strombosia_grandifolia,AM
Strophostyles_helvola,AM
Strophostyles_umbellata,AM
Stuckenia_pectinata,NM
Stylosanthes_guianensis,AM
Stylosanthes_macrocephala,AM
Styphelia_tameiameiae,AM
Suaeda_altissima,NM
Suaeda_glauca,AM
Suaeda_maritima,AMNM
Suaeda_vera,AMNM
Succisa_pratensis,AM
Swainsona_phacoides,AM
Swertia_perennis,AM
Swietenia_macrophylla,AM
Syagrus_romanzoffiana,AM
Symphonia_globulifera,AM
Symphoricarpos_albus,AM
Symphyotrichum_ericoides,AM
Symphyotrichum_subulatum,AM
Synedrella_nodiflora,AM
Syngonium_podophyllum,AM
Syringa_amurensis,AM
Syringa_vulgaris,AMNM
Syzygium_cumini,AMNM
Syzygium_guineense,AM
Syzygium_nervosum,AM
Syzygium_resa,AM
Tabebuia_impetiginosa,AM
Tagetes_erecta,AMNM
Talauma_ovata,AMNM
Tamarindus_indica,AM
Tamarix_chinensis,AM
Tamarix_hispida,AM
Tamarix_ramosissima,AMNM
Tanacetum_bipinnatum,AM
Tanacetum_cinerariifolium,AM
Tanacetum_corymbosum,AM
Tanacetum_parthenium,AMNM
Tanacetum_vulgare,AMNM
Tapirira_obtusa,AM
Tapura_guianensis,AM
Taraxacum_ceratophorum,AM
Taraxacum_erythrospermum,AM
Taraxacum_japonicum,AM
Taraxacum_officinale,AM
Taraxacum_stevenii,AMNM
Tauscheria_lasiocarpa,NM
Taxus_baccata,AM
Taxus_x,AM
Tecoma_stans,AM
Tectona_grandis,AM
Telekia_speciosa,AMNM
Telopea_speciosissima,AM
Terminalia_catappa,AM
Tetraberlinia_bifoliolata,EM
Tetraberlinia_moreliana,EM
Tetraclinis_articulata,AM
Tetracme_quadricornis,NM
Tetragonia_tetragonioides,AM
Tetrameles_nudiflora,AM
Tetraria_capillaris,AM
Teucrium_chamaedrys,AM
Teucrium_fruticans,AM
Teucrium_scorodonia,AM
Thalictrum_aquilegiifolium,AM
Thalictrum_foetidum,AM
Thalictrum_lucidum,AM
Thalictrum_minus,AM
Thalictrum_simplex,AM
Themeda_triandra,AM
Theobroma_cacao,AM
Thermopsis_lanceolata,AM
Thesium_alpinum,NM
Thesium_humifusum,NM
Thespesia_populnea,AM
Thlaspi_arvense,AMNM
Thlaspi_montanum,AM
Thuja_occidentalis,AM
Thuja_plicata,AM
Thuja_standishii,AM
Thujopsis_dolabrata,AM
Thymus_marschallianus,AM
Thymus_mastichina,AM
Thymus_pulegioides,AM
Thymus_serpyllum,AM
Thymus_vulgaris,AM
Thysanolaena_latifolia,AM
Tibouchina_granulosa,AM
Tilia_cordata,EM
Tilia_platyphyllos,EM
Tipuana_tipu,AM
Tithonia_diversifolia,AM
Tofieldia_calyculata,AM
Tofieldia_coccinea,NM
Tofieldia_pusilla,AMNM
Torilis_arvensis,AM
Torilis_japonica,AM
Tournefortia_argentea,AM
Trachelospermum_jasminoides,AM
Trachycarpus_fortunei,AM
Trachypogon_spicatus,AM
Tradescantia_pallida,NM
Tradescantia_zebrina,NM
Tragopogon_capitatus,AM
Tragopogon_dubius,AM
Tragopogon_pratensis,AM
Tragus_racemosus,AM
Trema_micrantha,AM
Trema_orientalis,AM
Trematolobelia_kauaiensis,AM
Trevesia_palmata,NM
Tribulus_cistoides,NM
Trichodesma_zeylanicum,AM
Trichophorum_alpinum,NM
Trichophorum_cespitosum,AMNM
Trichoscypha_acuminata,AM
Tridax_procumbens,AM
Tridens_flavus,AM
Trientalis_europaea,AMNM
Trifolium_alexandrinum,AM
Trifolium_alpestre,AMNM
Trifolium_ambiguum,AM
Trifolium_arvense,AM
Trifolium_aureum,AM
Trifolium_badium,AM
Trifolium_campestre,AM
Trifolium_dubium,AM
Trifolium_fragiferum,AMNM
Trifolium_glomeratum,AM
Trifolium_hybridum,AMNM
Trifolium_incarnatum,AM
Trifolium_lupinaster,AM
Trifolium_medium,AM
Trifolium_pratense,AMNM
Trifolium_repens,AM
Trifolium_resupinatum,AMNM
Trifolium_spadiceum,AM
Trifolium_subterraneum,AMNM
Trifolium_trichocephalum,AM
Triglochin_maritima,AMNM
Triglochin_palustris,NM
Triodia_basedowii,AM
Tripleurospermum_maritimum,AM
Tripsacum_dactyloides,AM
Triraphis_mollis,AM
Trisetum_flavescens,AM
Trisetum_spicatum,AMNM
Triteleia_laxa,AM
Triticum_aestivum,AMNM
Triticum_durum,AM
Triticum_monococcum,AM
Triticum_spelta,AM
Trollius_europaeus,AM
Trollius_ranunculinus,AM
Tropaeolum_majus,AM
Tsuga_canadensis,EM
Tsuga_diversifolia,EM
Tsuga_heterophylla,EM
Tsuga_mertensiana,EM
Tuberaria_guttata,EM
Turnera_ulmifolia,AM
Turritis_glabra,NM
Tussilago_farfara,AMNM
Typha_angustifolia,AMNM
Typha_latifolia,AMNM
Uapaca_guineensis,EM
Ulex_europaeus,AM
Ulex_minor,NM
Ulex_parviflorus,AM
Ulmus_glabra,AMNM
Ulmus_laevis,NM
Ulmus_procera,AM
Ulmus_pumila,AMNM
Uncinia_uncinata,NM
Uniola_paniculata,AM
Urera_glabra,AM
Urochloa_brizantha,AM
Urochloa_decumbens,AM
Ursinia_anthemoides,AM
Urtica_dioica,AMNM
Urtica_urens,NM
Utricularia_minor,NM
Vaccaria_hispanica,NM
Vaccinium_calycinum,AM
Vaccinium_dentatum,AM
Vaccinium_reticulatum,AM
Valeriana_dioica,NM
Valeriana_officinalis,AMNM
Valerianella_locusta,AM
Vallisneria_americana,AM
Vangueria_infausta,AM
Veratrum_lobelianum,AM
Veratrum_viride,AM
Verbascum_nigrum,AM
Verbascum_phlomoides,AM
Verbascum_thapsus,AM
Verbena_hastata,AM
Verbena_officinalis,AM
Vernicia_fordii,AM
Vernonia_fasciculata,AM
Vernonia_noveboracensis,AM
Veronica_agrestis,AMNM
Veronica_alpina,AM
Veronica_arvensis,AM
Veronica_beccabunga,AMNM
Veronica_campylopoda,AM
Veronica_chamaedrys,AMNM
Veronica_filiformis,AM
Veronica_fruticans,AM
Veronica_gentianoides,AMNM
Veronica_hederifolia,AM
Veronica_incana,AM
Veronica_longifolia,AM
Veronica_officinalis,AMNM
Veronica_peregrina,AM
Veronica_persica,AM
Veronica_serpyllifolia,AM
Veronica_spicata,AM
Veronica_urticifolia,AM
Veronica_verna,NM
Viburnum_lantana,AMNM
Viburnum_lentago,AM
Viburnum_opulus,AMNM
Viburnum_orientale,AM
Viburnum_tinus,AM
Vicia_cassubica,AMNM
Vicia_cracca,AM
Vicia_faba,AM
Vicia_hirsuta,AM
Vicia_nigricans,AM
Vicia_sativa,AM
Vicia_sepium,AM
Vicia_tenuifolia,AM
Vicia_tetrasperma,AM
Vicia_villosa,AM
Vigna_luteola,AM
Vigna_marina,AM
Vigna_mungo,AM
Vigna_radiata,AM
Vigna_unguiculata,AM
Viguiera_eriophora,AM
Vinca_major,AM
Vinca_minor,AM
Vincetoxicum_hirundinaria,AM
Viola_arvensis,AMNM
Viola_bicolor,AM
Viola_biflora,AM
Viola_collina,AM
