binominal,root_order,RD,SRL,references,genus,species,family,order
Lycopodium volubile,,-0.8209805520698302,4.0163830207523885,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Lycopodium,volubile,Lycopodiaceae,Lycopodiales
Lysimachia nemorum,,-0.7635696448564911,4.456206032848133,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Lysimachia,nemorum,Primulaceae,Ericales
Madhuca endertii,,-0.22752814963203385,2.199416617504179,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Madhuca,endertii,Sapotaceae,Ericales
Magnolia carsonii,,-0.16193086714622057,2.520012337312146,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Magnolia,carsonii,Magnoliaceae,Magnoliales
Manoao colensoi,,-0.7550225842780328,2.9391619220655967,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Manoao,colensoi,Podocarpaceae,Pinales
Maytenus arbutifolia,,-0.6539264674066639,2.7650604558189897,"<ArrowStringArray>
['Assefa D, Godbold DL, Belay B, Abiya A, Rewald B. 2018. Fine root morphology, biochemistry and litter quality indices of fast- and slow-growing woody species in Ethiopian highland forest. Ecosystems 21: 482-494.']
Length: 1, dtype: str",Maytenus,arbutifolia,Celastraceae,Celastrales
Maytenus schippii,,-0.29536004344466127,1.9193782260458543,"<ArrowStringArray>
['Collins CG, Wright SJ, Wurzburger N. 2016. Root and leaf traits reflect distinct resource acquisition strategies in tropical lianas and trees. Oecologia 180: 1037-1047.']
Length: 1, dtype: str",Maytenus,schippii,Celastraceae,Celastrales
Medicago minima,,-1.2006450142332614,5.35413043136725,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Medicago,minima,Fabaceae,Fabales
Medicago ruthenica,,-1.3470736479666092,4.1892000932347795,"<ArrowStringArray>
['Zhou M, Wang J, Bai W, Zhang Y, Zhang W-H. 2019. The response of root traits to precipitation change of herbaceous species in temperate steppes. Functional Ecology, in press.']
Length: 1, dtype: str",Medicago,ruthenica,Fabaceae,Fabales
Medicago sativa,,-1.1085270226048554,5.505876391130344,"<ArrowStringArray>
['Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article', 'Comas - Pasture species']
Length: 2, dtype: str",Medicago,sativa,Fabaceae,Fabales
Melicytus ramiflorus,,-0.7467765347450437,4.038309379748019,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Melicytus,ramiflorus,Violaceae,Malpighiales
Melilotus officinalis,,-1.2378743560016174,4.605170185988092,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Melilotus,officinalis,Fabaceae,Fabales
Merremia umbellata,,-0.6500876910994983,3.455685566946225,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Merremia,umbellata,Convolvulaceae,Solanales
Metrosideros diffusa,,-1.7719568419318752,4.439115601658009,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Metrosideros,diffusa,Myrtaceae,Myrtales
Metrosideros excelsa,,-0.7215809492224928,3.1890902893846174,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Metrosideros,excelsa,Myrtaceae,Myrtales
Metrosideros fulgens,,-1.6607312068216509,4.33729074083249,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Metrosideros,fulgens,Myrtaceae,Myrtales
Metrosideros robusta,,-0.8516740887881828,3.8622916936231837,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Metrosideros,robusta,Myrtaceae,Myrtales
Metrosideros umbellata,,-1.0356374895067213,3.4657359027997265,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Metrosideros,umbellata,Myrtaceae,Myrtales
Molinia caerulea,,-1.2378743560016174,3.332025922800857,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.']
Length: 1, dtype: str",Molinia,caerulea,Poaceae,Poales
Monarda fistulosa,,-1.171182981502945,4.795790545596741,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Monarda,fistulosa,Lamiaceae,Lamiales
Musineon divaricatum,,-0.6659211943063538,3.5699012105435526,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Musineon,divaricatum,Apiaceae,Apiales
Myrsine coriacea,,-0.7367508180420773,3.3762833229293965,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Myrsine,coriacea,Primulaceae,Ericales
Myrtus communis,,-0.8600876353155976,2.3155834521037053,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Myrtus,communis,Myrtaceae,Myrtales
Mytilaria laosensis,,-0.916290731874155,3.7524409356036807,"<ArrowStringArray>
['Liu R, Huang Z, McCormack ML, Zhou X, Wan X, Yu Z, Wang M, Zheng L. 2017. Plasticity of fine-root functional traits in the litter layer in response to nitrogen addition in a subtropical forest plantation. Plant Soil 415: 317-330']
Length: 1, dtype: str",Mytilaria,laosensis,Hamamelidaceae,Saxifragales
Nardus stricta,,-1.1530684744641684,3.6251406131469297,"<ArrowStringArray>
['Smith SW, Woodin SJ, Pakeman RJ, Johnson D, van der Wal R. 2014. Root traits predict decomposition across a landscape-scale grazing experiment. New Phytologist 203: 851-862.', 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 2, dtype: str",Nardus,stricta,Poaceae,Poales
Nassella viridula,,-1.4407505469159494,4.005383297618432,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Nassella,viridula,Poaceae,Poales
Neomyrtus pedunculata,,-1.5606477482646683,3.744787086052232,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Neomyrtus,pedunculata,Myrtaceae,Myrtales
Neopanax arboreus,,-0.2453709015909429,2.884487803959676,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Neopanax,arboreus,Araliaceae,Apiales
Neopanax colensoi,,-0.8209805520698302,3.104586678466073,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Neopanax,colensoi,Araliaceae,Apiales
Nerium oleander,,-0.7908886461457182,2.6517353083394815,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Nerium,oleander,Apocynaceae,Gentianales
Nestegis lanceolata,,-0.29476161886174657,2.3945741502437707,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Nestegis,lanceolata,Oleaceae,Lamiales
Nothofagus fusca,,-1.1821705436429357,4.035806379416535,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Nothofagus,fusca,Nothofagaceae,Fagales
Nothofagus menziesii,,-1.1839523358351252,3.7903915385757774,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Nothofagus,menziesii,Nothofagaceae,Fagales
Nothofagus obliqua,,-1.0216512475319814,3.5667118201397288,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Nothofagus,obliqua,Nothofagaceae,Fagales
Nothofagus solandri,,-1.4407505469159494,4.601569864094061,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Nothofagus,solandri,Nothofagaceae,Fagales
Oenothera biennis,,-1.1394342831883648,4.553876891600541,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Oenothera,biennis,Onagraceae,Myrtales
Olea europaea,,-0.4155154439616658,2.4097725102789664,"<ArrowStringArray>
['Polverigiani S, McCormack ML, Mueller CW, Eissenstat DM. 2011. Growth and physiology of olive pioneer and fibrous roots exposed to soil moisture deficits. Tree Physiology 31: 1228-1237.']
Length: 1, dtype: str",Olea,europaea,Oleaceae,Lamiales
Olearia avicenniaefolia,,-0.7339691750802004,2.9856819377004897,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.']
Length: 1, dtype: str",Olearia,avicenniaefolia,Asteraceae,Asterales
Olearia rani,,-0.6216951131533057,3.80891799302419,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Olearia,rani,Asteraceae,Asterales
Ornithopus compressus,,-1.288688645348188,5.5812293835404105,"<ArrowStringArray>
['Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article']
Length: 1, dtype: str",Ornithopus,compressus,Fabaceae,Fabales
Ornithopus sativus,,-1.3290938140564474,5.704335240852814,"<ArrowStringArray>
['Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article']
Length: 1, dtype: str",Ornithopus,sativus,Fabaceae,Fabales
Orthocarpus luteus,,-1.5789087073992776,4.435217814437088,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Orthocarpus,luteus,Orobanchaceae,Lamiales
Osyris alba,,-0.4605682824592504,1.773033775520673,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Osyris,alba,Santalaceae,Santalales
Oxytropis sericea,,-1.266380264454553,4.571144285822836,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Oxytropis,sericea,Fabaceae,Fabales
Panicum capillare,,-1.6094379124341003,5.384495062789089,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Panicum,capillare,Poaceae,Poales
Panicum virgatum,,-1.431570705989526,5.4060253962374105,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285', 'Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090']
Length: 2, dtype: str",Panicum,virgatum,Poaceae,Poales
Pappobolus microphyllus,,-0.7462131821068964,5.638532589448084,"<ArrowStringArray>
['Bowsher AW, Mason CM, Goolsby EW, Donavan LA. 2016. Fine root tradeoffs between nitrogen concentration and xylem vessel traits preclude unified whole-plant resource strategies in Helianthus. Ecology and Evolution 6: 1016-1031.']
Length: 1, dtype: str",Pappobolus,microphyllus,Asteraceae,Asterales
Payena microphylla,,-0.20948722486672405,2.1418880322967535,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Payena,microphylla,Sapotaceae,Ericales
Pennantia corymbosa,,-0.6970978312566852,3.5384101215550334,"<ArrowStringArray>
['Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 1, dtype: str",Pennantia,corymbosa,Pennantiaceae,Apiales
Pennisetum glaucum,,-1.5141277326297755,4.997212273764115,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Pennisetum,glaucum,Poaceae,Poales
Penstemon confertus,,-1.2395999819690873,4.381321386044519,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Penstemon,confertus,Plantaginaceae,Lamiales
Penstemon grandiflorus,,-0.8915981192837836,3.9318256327243257,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Penstemon,grandiflorus,Plantaginaceae,Lamiales
Penstemon nitidus,,-1.119631655892185,3.2524364348165227,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Penstemon,nitidus,Plantaginaceae,Lamiales
Penstemon procerus,,-0.9401992769258307,3.8642920528859657,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Penstemon,procerus,Plantaginaceae,Lamiales
Pentaspadon motleyi,,-1.2089853461494804,3.666321662240143,"<ArrowStringArray>
['Makita N, Kosugi Y, Dannoura M, Takanashi S, Niiyama K, Kassim AR, Nik AR. 2012. Patterns of root respiration rates and morphological traits in 13 tree species in a tropical forest. Tree Physiology 32: 303-312.']
Length: 1, dtype: str",Pentaspadon,motleyi,Anacardiaceae,Sapindales
Persea americana,,-0.916290731874155,3.7074558396868715,"<ArrowStringArray>
['Rajab YA, Holscher D, Leuschner C, Barus H, Tjoa A, Hertel D. 2018. Effects of shade tree cover and diversity on root system structure and dynamics in cacao agroforests: The role of root competition and space partitioning. Plant Soil 422: 349-369.']
Length: 1, dtype: str",Persea,americana,Lauraceae,Laurales
Phalaris aquatica,,-1.2505441172175538,5.088858965504056,"<ArrowStringArray>
['Hill JO, Simpson RJ, Moore AD, Chapman DF. 2006. Morphology and response of roots of pasture species to phosphorus and nitrogen nutrition. Plant and Soil 286: 7-19.', 'Yang Z, Culvenor RA, Haling RE, Stefanski A, Ryan MH, Sandral GA, Kidd DR, Lambers H, Simpson RJ. 2015. Variation in root traits associated with nutrient foraging among temperate legumes and grasses. Grass and Forage Science, early view article']
Length: 2, dtype: str",Phalaris,aquatica,Poaceae,Poales
Phalaris arundinacea,,-1.1736052677095397,5.389871424131001,"<ArrowStringArray>
['Comas - Pasture species']
Length: 1, dtype: str",Phalaris,arundinacea,Poaceae,Poales
Phillyrea angustifolia,,-0.8836521297586326,2.5256984990538918,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Phillyrea,angustifolia,Oleaceae,Lamiales
Phillyrea latifolia,,-0.8748489294744942,2.546835568051659,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Phillyrea,latifolia,Oleaceae,Lamiales
Phleum pratense,,-1.6590221417898607,5.5734990134065425,"<ArrowStringArray>
[                                   'Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285',
                                                               'Fort F, Jouany C, Cruz P. 2013.Root and leaf functional trait relations in Poaceae species: implications of differing resource-acquisition strategies. Journal of Plant Ecology 6:211-219',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                                                                                                                                                                                 'Comas - Pasture species']
Length: 4, dtype: str",Phleum,pratense,Poaceae,Poales
Phlomis purpurea,,-0.8047214058324258,2.070783309506272,"<ArrowStringArray>
['de la Riva, Navarro-Fernandez, Perez-Ramos, Villar, Maranon. Unpublished.']
Length: 1, dtype: str",Phlomis,purpurea,Lamiaceae,Lamiales
Phlox hoodii,,-1.3291581697490815,4.673338915563373,"<ArrowStringArray>
['Kembel SW, Cahill JF, Jr. 2011. Independent Evolution of Leaf and Root Traits within and among Temperate Grassland Plant Communities. PLoS ONE 6(6): e19992.']
Length: 1, dtype: str",Phlox,hoodii,Polemoniaceae,Ericales
Phyllocladus hypophyllus,,-0.5340089592216478,2.981436828851437,"<ArrowStringArray>
['Ushio M, Fujiki Y, Hidaka A, Kitayama K. 2015. Linkage of root physiology and morphology as an adaptation to soil phosphorus impoverishment in tropical montane forests. Functional Ecology 29: 1235-1245.']
Length: 1, dtype: str",Phyllocladus,hypophyllus,Podocarpaceae,Pinales
Phyllocladus trichomanoides,,-0.45599398885193027,2.7593291180767983,"<ArrowStringArray>
['Holdaway RJ, Richardson SJ, Dickie IA, Peltzer DA, Coomes DA. 2011. Species- and community-level patterns in fine root traits along a 120 000-year soil chronosequence in temperate rain forest. Journal of Ecology 99: 954-963.', 'Kramer-Walter KR, Bellingham PJ, Millar TR, Smissen RD, Richardson SJ, Laughlin DC. 2016. Root traits are multidimensional: specific root length is independent from root tissue density and the plant economic spectrum. Journal of Ecology 104: 1299-1310.']
Length: 2, dtype: str",Phyllocladus,trichomanoides,Podocarpaceae,Pinales
Physalis virginiana,,-1.2039728043259361,3.9889840465642745,"<ArrowStringArray>
['Craine JM, Froehle J, Tilman DG, Wedin DA, Chapin FS. 2001. The relationships among root and leaf traits of 76 grassland species and relative abundance among fertility and disturbance gradients. Oikos 93: 274-285']
Length: 1, dtype: str",Physalis,virginiana,Solanaceae,Solanales
Picea abies,,-0.7387695605474307,2.725403759224066,"<ArrowStringArray>
[                                        'Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.',
                                                       'Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.',
 'Weemstra M, Sterck FJ, Visser EJW, Kuyper TW, Goudzwaard L, Mommer L. 2017. Fine-root trait plasticity of beech (Fagus sylvatica) and spruce (Picea abies) forests on two contrasting soils. Plant Soil 415: 175-188.',
                                                                   'Borken W, Kossmann G, Matzner E. 2007. Biomass, morphology and nutrient contents of fine roots in four Norway spruce stands. Plant Soil 292: 79-93.']
Length: 4, dtype: str",Picea,abies,Pinaceae,Pinales
Picea rubens,,-0.7985076962177716,2.91235066461494,"<ArrowStringArray>
['Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.']
Length: 1, dtype: str",Picea,rubens,Pinaceae,Pinales
Picris hieracioides,,-1.1006142913387829,5.24830395451591,"<ArrowStringArray>
[                                                                    'Birouste M, Kazakou E, Blanchard A, Roumet C. 2012. Plant traits and decomposition: are the relationships for roots comparable to those for leaves? Annals of Botany 109: 463-472. ',
                                                                      'Roumet C, Lafont F, Sari M, Warembourg F, Garnier E. 2008. Root traits and taxonomic affiliation of nine herbaceous species grown in glasshouse conditions. Plant Soil 312:69-83. ',
 'Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 3, dtype: str",Picris,hieracioides,Asteraceae,Asterales
Pilosella officinarum,,-0.8544203935788969,4.017628367688596,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.',
                                                                 'Fort F, Volaire F, Guilioni L, Barkaoui K, Navas ML, Roumet C. 2017. Root traits are related to plant water-use among rangeland Mediterranean species. Functional Ecology 31: 1700-1709',
                                                         'Poirier V, Roumet C, Angers DA, Munson AD. 2018. Species and root traits impact macroaggregation in the rhizospheric soil of a Mediterranean common garden experiment. Plant Soil 424: 289-302.']
Length: 3, dtype: str",Pilosella,officinarum,Asteraceae,Asterales
Pilosella peleteriana,,-0.4231200433468851,2.598979106047848,"<ArrowStringArray>
['Roumet C, Birouste M, Picon-Cochard C, Ghestem M, Osman N, Vrignon-Brenas S, Cao K-F, Stokes A. 2016. Root structure-function relationships in 74 species: evidence of root economics spectrum related to carbon economy. New Phytologist 210: 815-826.']
Length: 1, dtype: str",Pilosella,peleteriana,Asteraceae,Asterales
Pinus nigra,,-0.7985076962177716,3.5085558999826545,"<ArrowStringArray>
['Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.']
Length: 1, dtype: str",Pinus,nigra,Pinaceae,Pinales
Pinus pinaster,,-0.4726622291068139,2.057569730247584,"<ArrowStringArray>
['Bakker MR, Augusto L, Achat DL. 2006. Fine root distribution of trees and understory in mature stands of maritime pine (Pinus pinaster) on dry and humid sites. Plant Soil 286: 37-51. ']
Length: 1, dtype: str",Pinus,pinaster,Pinaceae,Pinales
