binominal,F00004,F01286,F01287,F00645
Fraxinus mandshurica,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Fraxinus,mandshurica,AM
Phellodendron amurense,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Phellodendron,amurense,AM
Larix gmelinii,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Larix,gmelinii,EM
Populus tremula,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Populus,tremula,EM
Acer negundo,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Acer,negundo,AM
Acer saccharum,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Acer,saccharum,AM
Juglans nigra,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Juglans,nigra,AM
Sassafras albidum,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Sassafras,albidum,AM
Liriodendron tulipifera,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Liriodendron,tulipifera,AM
Carya glabra,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Carya,glabra,EM
Quercus alba,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Quercus,alba,EM
Quercus rubra,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Quercus,rubra,EM
Pinus virginiana,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Pinus,virginiana,EM
Pinus strobus,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Pinus,strobus,EM
Fraxinus excelsior,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Fraxinus,excelsior,AM
Acer platanoides,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Acer,platanoides,AM
Acer pseudoplatanus,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Acer,pseudoplatanus,AM
Carpinus betulus,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Carpinus,betulus,EM
Tilia cordata,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Tilia,cordata,EM
Acer pseudoplatanus,"Goebel M, Hobbie SE, Bulaj B, Zadworny M, Archibald DD, Oleksyn J, Reich PB, Eissenstat DM. 2011. Decomposition of the finest root branching orders: linking belowground dynamics to fine-root function and structure. Ecological Monographs 81: 89-102.",Acer,pseudoplatanus,AM
Tilia cordata,"Goebel M, Hobbie SE, Bulaj B, Zadworny M, Archibald DD, Oleksyn J, Reich PB, Eissenstat DM. 2011. Decomposition of the finest root branching orders: linking belowground dynamics to fine-root function and structure. Ecological Monographs 81: 89-102.",Tilia,cordata,EM
Acer davidii,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Acer,davidii,AM
Fraxinus mandshurica,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Fraxinus,mandshurica,AM
Fraxinus chinensis,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Fraxinus,chinensis,AM
Juglans mandshurica,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Juglans,mandshurica,AM
Phellodendron amurense,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Phellodendron,amurense,AM
Tilia mandshurica,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Tilia,mandshurica,AM
Cornus officinalis,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Cornus,officinalis,AM + EM
Syringa reticulata,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Syringa,reticulata,AM + EM
Ulmus davidiana,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Ulmus,davidiana,AM + EM
Larix gmelinii,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Larix,gmelinii,EM
Pinus tabuliformis,"Guo D, Xia M, Wei X, Chang W, Liu Y, Wang Z. 2008. Anatomical traits associated with absorption and mycorrhizal colonization are linked to root branch order in twenty-three Chinese temperate species. New Phytologist 180: 673-683.",Pinus,tabuliformis,EM
Acer saccharum,"Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090",Acer,saccharum,AM
Pinus strobus,"Poon GT, Maherali H. 2015. Competitive interactions between a nonmycorrhizal invasive plant, Alliaria petiolata, and a suite of mycorrhizal grassland, old field, and forest species. PeerJ 3: e1090",Pinus,strobus,EM
Larix gmelinii,"Sun T, Dong L, Mao Z. 2015. Simulated atmospheric nitrogen deposition alters decomposition of ephemeral roots.  Ecosystems 18: 1240-1252.",Larix,gmelinii,EM
Fraxinus mandshurica,"Sun T, Dong L, Mao Z. 2015. Simulated atmospheric nitrogen deposition alters decomposition of ephemeral roots.  Ecosystems 18: 1240-1252.",Fraxinus,mandshurica,AM
Acer platanoides,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Acer,platanoides,AM
Acer pseudoplatanus,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Acer,pseudoplatanus,AM
Carpinus betulus,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Carpinus,betulus,EM
Fraxinus excelsior,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Fraxinus,excelsior,AM
Tilia cordata,"Liese R, Lubbe T, Albers NW, Meier IC. 2018. The mycorrhizal type governs root exudation and nitrogen uptake of temperate tree species. Tree Physiology 38: 83-95.",Tilia,cordata,EM
Fraxinus mandshurica,"Yin L, Dijkstra FA, Wang P, Zhu B, Cheng W. 2018. Rhizosphere priming effects on soil carbon and nitrogen dynamics among tree species with and without intraspecific competition. New Phytologist , in press.",Fraxinus,mandshurica,AM
Cunninghamia lanceolata,"Yin L, Dijkstra FA, Wang P, Zhu B, Cheng W. 2018. Rhizosphere priming effects on soil carbon and nitrogen dynamics among tree species with and without intraspecific competition. New Phytologist , in press.",Cunninghamia,lanceolata,AM
Acer saccharum,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Acer,saccharum,AM
Pinus strobus,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Pinus,strobus,EM
Acer rubrum,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Acer,rubrum,AM
Liriodendron tulipifera,"Fahey TJ, Yavitt JB. 2005. An in situ approach for measuring root-associated respiration and nitrate uptake of forest trees. Plant and Soil 272: 125-131.",Liriodendron,tulipifera,AM
Larix gmelinii,"Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815",Larix,gmelinii,EM
Juglans mandshurica,"Salahuddin, Rewald B, Razaq M, Lixue Y, Li J, Khan F, Jie Z. 2018. Root order-based traits of Manchurian walnut & larch and their plasticity under interspecific competition. Scientific Reports 8: 9815",Juglans,mandshurica,AM
Acer davidii,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,davidii,AM
Acer negundo,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,negundo,AM
Acer platanoides,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,platanoides,AM
Acer platanoides,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,platanoides,NM
Acer pseudoplatanus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,pseudoplatanus,AM
Acer pseudoplatanus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Acer,pseudoplatanus,NM
Aesculus hippocastanum,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Aesculus,hippocastanum,AM
Carpinus betulus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Carpinus,betulus,EM
Cornus florida,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Cornus,florida,AM
Equisetum hyemale,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Equisetum,hyemale,NM
Equisetum pratense,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Equisetum,pratense,NM
Fraxinus americana,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Fraxinus,americana,AM
Fraxinus excelsior,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Fraxinus,excelsior,AM
Fraxinus chinensis,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Fraxinus,chinensis,AM
Gleditsia triacanthos,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Gleditsia,triacanthos,AM
Hamamelis virginiana,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Hamamelis,virginiana,AM
Juglans mandshurica,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Juglans,mandshurica,AM
Larix gmelinii,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Larix,gmelinii,EM
Liriodendron chinense,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Liriodendron,chinense,AM
Liriodendron tulipifera,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Liriodendron,tulipifera,AM
Magnolia grandiflora,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,grandiflora,AM
Magnolia kobus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,kobus,AM
Magnolia tripetala,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,tripetala,AM
Magnolia virginiana,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Magnolia,virginiana,AM
Matteuccia struthiopteris,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Matteuccia,struthiopteris,AM
Phellodendron amurense,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Phellodendron,amurense,AM
Pinus armandii,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Pinus,armandii,EM
Pinus strobus,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Pinus,strobus,EM
Populus tremula,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Populus,tremula,EM
Sorbus aucuparia,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Sorbus,aucuparia,AM
Syringa reticulata,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Syringa,reticulata,AM
Tilia cordata,"Akhmetzhanova AA, Soudzilovskaiana NA, Onipchenko VG, Cornwell WK, Agafonov VA, Selivanov IA, Cornelissen JHC. 2012. A rediscovered treasure: mycorrhizal intensity database for 3000 vascular plant species across the former Soviet Union. Ecology 93: 689.",Tilia,cordata,EM
Machilus breviflora,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Machilus,breviflora,AM
Cryptocarya chinensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Cryptocarya,chinensis,AM
Engelhardia roxburghiana,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Engelhardia,roxburghiana,EM
Sterculia lanceolata,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Sterculia,lanceolata,AM
Psychotria asiatica,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Psychotria,asiatica,AM
Castanopsis fissa,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Castanopsis,fissa,EM
Elaeocarpus dubius,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Elaeocarpus,dubius,AM
Aporosa yunnanensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Aporosa,yunnanensis,AM
Juglans mandshurica,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Juglans,mandshurica,AM
Larix gmelinii,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Larix,gmelinii,EM
Fraxinus chinensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Fraxinus,chinensis,AM
Matteuccia struthiopteris,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Matteuccia,struthiopteris,mycorrhizal
Syringa reticulata,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Syringa,reticulata,AM
Quercus wutaishanica,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Quercus,wutaishanica,EM
Populus cathayana,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Populus,cathayana,AM + EM
Magnolia odora,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Magnolia,odora,AM
Cinnamomum porrectum,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Cinnamomum,porrectum,AM
Magnolia chapensis,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Magnolia,chapensis,AM
Alniphyllum fortunei,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Alniphyllum,fortunei,AM
Cunninghamia lanceolata,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Cunninghamia,lanceolata,AM
Magnolia maudiae,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Magnolia,maudiae,AM
Elaeocarpus sylvestris,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Elaeocarpus,sylvestris,AM
Ulmus davidiana,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Ulmus,davidiana,AM + EM
Phellodendron amurense,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Phellodendron,amurense,AM
Adiantum pedatum,"Wang R, Wang Q, Zhao N, Xu Z, Zhu X, Jiao C, Yu G, He N. 2018. Different phylogenetic and environmental controls of first-order root morphological and nutrient traits: Evidence of multidimensional root traits. Special Focus on Functional Traits Along A Transect 32(1): 29-39.",Adiantum,pedatum,mycorrhizal
