binominal,F00004,F01286,F01287,F00043
Quercus alba,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Quercus,alba,C3
Pinus virginiana,"Comas LH, Bouma TJ, Eissenstat DM. 2002. Linking root traits to potential growth rate in six temperate tree species. Oecologia 132: 34-43.",Pinus,virginiana,C3
Acer platanoides,"Hobbie SE, Oleksyn J, Eissenstat DM, Reich PB. 2010. Fine root decomposition rates do not mirror those of leaf litter among temperate tree species. Oecologia 162: 505-513.",Acer,platanoides,C3
Acer pseudoplatanus,"Hobbie SE, Oleksyn J, Eissenstat DM, Reich PB. 2010. Fine root decomposition rates do not mirror those of leaf litter among temperate tree species. Oecologia 162: 505-513.",Acer,pseudoplatanus,C3
Carpinus betulus,"Hobbie SE, Oleksyn J, Eissenstat DM, Reich PB. 2010. Fine root decomposition rates do not mirror those of leaf litter among temperate tree species. Oecologia 162: 505-513.",Carpinus,betulus,C3
Quercus rubra,"Hobbie SE, Oleksyn J, Eissenstat DM, Reich PB. 2010. Fine root decomposition rates do not mirror those of leaf litter among temperate tree species. Oecologia 162: 505-513.",Quercus,rubra,C3
Tilia cordata,"Hobbie SE, Oleksyn J, Eissenstat DM, Reich PB. 2010. Fine root decomposition rates do not mirror those of leaf litter among temperate tree species. Oecologia 162: 505-513.",Tilia,cordata,C3
Castanopsis hystrix,"Wang H, Liu S, Mo J. 2010. Correlation between leaf litter and fine root decomposition among subtropical tree species. Plant soil 335: 289-298.",Castanopsis,hystrix,C3
Magnolia macclurei,"Wang H, Liu S, Mo J. 2010. Correlation between leaf litter and fine root decomposition among subtropical tree species. Plant soil 335: 289-298.",Magnolia,macclurei,C3
Acer saccharum,"Whittaker RH, Bormann FH, Likens GE, Siocama TG. 1974. The Hubbard Brookecosystem study: Forest biomass and production. Ecological Monographs 442: 233-54.",Acer,saccharum,C3
Carpinus betulus,"Rodin LE, Basilevich NI. 1967. Production and mineral cycling in terrestrial vegetation. Oliver and Boyd, Edinburgh and London.",Carpinus,betulus,C3
Liriodendron tulipifera,"Harris WF, Kinerson RS Jr, Edwards NT. 1977. Comparison of below-ground biomass of natural deciduous forests and loblolly pine plantations. In: Marshall JK, ed. The Belowground Ecosystem: A Synthesis of Plant-Associated Processes. Dowden, Hutchinson and Ross, New York.",Liriodendron,tulipifera,C3
Populus tremula,"Rodin LE, Basilevich NI. 1967. Production and mineral cycling in terrestrial vegetation. Oliver and Boyd, Edinburgh and London.",Populus,tremula,C3
Quercus rubra,"Ovington JD, Heitkamp D, Lawrence DB. 1963. Plant biomass of prairie, savanna, oakwood and maizefield ecosystems in central Minnesota. Ecology 44: 52-63.",Quercus,rubra,C3
Tilia cordata,"Andersson F. 1970. Ecological studies in a Scanian woodland and meadow area, southern Sweden.II. Plant biomass, primary production and turnover of organic matter. Bot. Notiser 123, 8-51, Lund.",Tilia,cordata,C3
Tilia cordata,"Rodin LE, Basilevich NI. 1967. Production and mineral cycling in terrestrial vegetation. Oliver and Boyd, Edinburgh and London.",Tilia,cordata,C3
Populus trichocarpa,"Bagniewska-Zadworna A, Byczyk J, Eissenstat DM, Oleksyn J, Zadworny M. 2012. Avoiding transport bottlenecks in an expanding root system: Xylem vessel development in fibrous and pioneer roots under field conditions. American Journal of Botany 99: 1417-1426.",Populus,trichocarpa,C3
Acer saccharum,"Delagrange S, Messier C, Lechowicz MJ and Dizengremel P (2004). 'Physiological, morphological and allocational plasticity in understory deciduous trees: importance of plant size and light availability.' Tree Physiology, 24(7), pp. 775-784.",Acer,saccharum,C3
Populus tremuloides,"Finer L, Messier C, De Grandpre LD. 1997. Fine-root dynamics in mixed boreal conifer â broad-leafed forest stands at different successional stages after fire. Canadian Journal of Forest Research 27: 304-314.",Populus,tremuloides,C3
Cunninghamia lanceolata,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Cunninghamia,lanceolata,C3
Schima wallichii,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Schima,wallichii,C3
Larix gmelinii,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Larix,gmelinii,C3
Juglans mandshurica,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Juglans,mandshurica,C3
Phellodendron amurense,"Xiong Y, Fan P, Fu S, Zeng H, Guo D. 2013. Slow decomposition and limited nitrogen release by lower order roots in eight Chinese temperate and subtropical trees. Plant Soil 363: 19-31.",Phellodendron,amurense,C3
Cunninghamia lanceolata,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Cunninghamia,lanceolata,C3
Magnolia macclurei,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Magnolia,macclurei,C3
Phellodendron amurense,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Phellodendron,amurense,C3
Acacia auriculiformis,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Acacia,auriculiformis,C3
Acacia crassicarpa,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Acacia,crassicarpa,C3
Acacia mangium,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Acacia,mangium,C3
Juglans mandshurica,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Juglans,mandshurica,C3
Sterculia lanceolata,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Sterculia,lanceolata,C3
Larix gmelinii,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Larix,gmelinii,C3
Fraxinus mandshurica,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Fraxinus,mandshurica,C3
Schima wallichii,"Ma C, Xiong Y, Li L, Guo D. 2016. Root and leaf decomposition become decoupled over time: implications for below- and above-ground relationships. Functional Ecology, early view article.",Schima,wallichii,C3
Adiantum pedatum,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Adiantum,pedatum,C3
Cystopteris sudetica,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Cystopteris,sudetica,C3
Equisetum hyemale,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Equisetum,hyemale,C3
Equisetum pratense,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Equisetum,pratense,C3
Matteuccia struthiopteris,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Matteuccia,struthiopteris,C3
Onoclea sensibilis,"Dong X, Wang H, Gu J, Wang Y, Wang Z. 2014. Root morphology, histology and chemistry of nine fern species (pteridophyta) in a temperate forest. Plant Soil 393: 215-227.",Onoclea,sensibilis,C3
Juglans mandshurica,"Wang Y, Dong X, Wang H, Wang Z, Gu J. 2016. Root tip morphology, anatomy, chemistry and potential hydraulic conductivity vary with soil depth in three temperate hardwood species. Tree Physiology 36:99-108.",Juglans,mandshurica,C3
Fraxinus mandshurica,"Wang Y, Dong X, Wang H, Wang Z, Gu J. 2016. Root tip morphology, anatomy, chemistry and potential hydraulic conductivity vary with soil depth in three temperate hardwood species. Tree Physiology 36:99-108.",Fraxinus,mandshurica,C3
Phellodendron amurense,"Wang Y, Dong X, Wang H, Wang Z, Gu J. 2016. Root tip morphology, anatomy, chemistry and potential hydraulic conductivity vary with soil depth in three temperate hardwood species. Tree Physiology 36:99-108.",Phellodendron,amurense,C3
Chenopodium serotinum,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Chenopodium,serotinum,C3
Cornus officinalis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cornus,officinalis,C3
Cornus bretschneideri,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cornus,bretschneideri,C3
Myrsine seguinii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Myrsine,seguinii,C3
Betula albosinensis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Betula,albosinensis,C3
Carpinus cordata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Carpinus,cordata,C3
Quercus aliena,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Quercus,aliena,C3
Quercus variabilis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Quercus,variabilis,C3
Ginkgo biloba,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ginkgo,biloba,C3
Fraxinus chinensis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Fraxinus,chinensis,C3
Syringa reticulata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Syringa,reticulata,C3
Cryptocarya concinna,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cryptocarya,concinna,C3
Machilus breviflora,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Machilus,breviflora,C3
Cinnamomum camphora,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Cinnamomum,camphora,C3
Lindera communis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Lindera,communis,C3
Liriodendron chinense,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Liriodendron,chinense,C3
Magnolia championii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,championii,C3
Magnolia macclurei,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,macclurei,C3
Magnolia maudiae,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,maudiae,C3
Magnolia ernestii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,ernestii,C3
Magnolia odora,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Magnolia,odora,C3
Populus cathayana,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Populus,cathayana,C3
Tilia mandshurica,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Tilia,mandshurica,C3
Tilia mongolica,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Tilia,mongolica,C3
Syzygium hancei,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Syzygium,hancei,C3
Syzygium levinei,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Syzygium,levinei,C3
Larix gmelinii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Larix,gmelinii,C3
Picea meyeri,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Picea,meyeri,C3
Picea wilsonii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Picea,wilsonii,C3
Pinus armandii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Pinus,armandii,C3
Pinus tabuliformis,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Pinus,tabuliformis,C3
Dacrycarpus imbricatus,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Dacrycarpus,imbricatus,C3
Ulmus macrocarpa,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ulmus,macrocarpa,C3
Ulmus davidiana,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Ulmus,davidiana,C3
Malus baccata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Malus,baccata,C3
Pyrus betulifolia,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Pyrus,betulifolia,C3
Sorbus aucuparia,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Sorbus,aucuparia,C3
Aphanamixis polystachya,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Aphanamixis,polystachya,C3
Acronychia pedunculata,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Acronychia,pedunculata,C3
Canarium album,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Canarium,album,C3
Acer davidii,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Acer,davidii,C3
Acer truncatum,"Chen W, Zeng H, Eissenstat DM, Guo D. 2013. Variation of first-order root traits across climatic gradients and evolutionary trends in geological time. Global Ecology and Biogeography 22: 846-856.",Acer,truncatum,C3
Acer negundo,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Acer,negundo,C3
Liriodendron tulipifera,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Liriodendron,tulipifera,C3
Pinus strobus,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Pinus,strobus,C3
Quercus alba,"Cheng L, Chen W, Adams TS, Wei X, Li L, McCormack ML, Deforest JL, Koide RT, Eissenstat DM. 2016. Mycorrhizal fungi and roots are complementary in foraging within nutrient patches. Functional Ecology accepted article.",Quercus,alba,C3
Fraxinus mandshurica,"Fan P, Guo D. 2010. Slow decomposition of lower order roots: a key mechanism of root carbon and nutrient retention in the soil. Oecologia 163: 509-515.",Fraxinus,mandshurica,C3
Larix gmelinii,"Fan P, Guo D. 2010. Slow decomposition of lower order roots: a key mechanism of root carbon and nutrient retention in the soil. Oecologia 163: 509-515.",Larix,gmelinii,C3
Dicranopteris linearis,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",Dicranopteris,linearis,C3
Acacia auriculiformis,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",Acacia,auriculiformis,C3
Cunninghamia lanceolata,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",Cunninghamia,lanceolata,C3
Magnolia baillonii,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",Magnolia,baillonii,C3
Endospermum chinense,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",Endospermum,chinense,C3
Cryptocarya chinensis,"Kong DL, Wang JJ, Kardol P, Wu HF, Zeng H, Deng XB, Deng Y. 2016. Economic strategies of plant absorptive roots vary with root diameter. Biogeosciences 13: 415-424.",Cryptocarya,chinensis,C3
Larix gmelinii,"Mei L, Xiong Y, Gu J, Wang Z, Guo D. 2015. Whole-tree dynamics of non-structural carbohydrate and nitrogen pools across different seasons and in response to girdling in two temperate trees. Oecologia 177: 333-334.",Larix,gmelinii,C3
Fraxinus mandshurica,"Mei L, Xiong Y, Gu J, Wang Z, Guo D. 2015. Whole-tree dynamics of non-structural carbohydrate and nitrogen pools across different seasons and in response to girdling in two temperate trees. Oecologia 177: 333-334.",Fraxinus,mandshurica,C3
Acer platanoides,"Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.",Acer,platanoides,C3
Acer pseudoplatanus,"Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.",Acer,pseudoplatanus,C3
Tilia cordata,"Withington JM, Reich PB, Oleksyn J, Eissenstat DM. 2006. Comparisons of structure and life span in roots and leaves among temperate trees. Ecological Monographs 76: 381-397.",Tilia,cordata,C3
Acer platanoides,"Jo I, Fridley JD, Frank DA. 2016. More of the same? In situ leaf and root decomposition rates do not vary between 80 native and nonnative deciduous forest species. New Phytologist 209: 115-122.",Acer,platanoides,C3
Acer saccharum,"Jo I, Fridley JD, Frank DA. 2016. More of the same? In situ leaf and root decomposition rates do not vary between 80 native and nonnative deciduous forest species. New Phytologist 209: 115-122.",Acer,saccharum,C3
Liriodendron tulipifera,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Liriodendron,tulipifera,C3
Liquidambar styraciflua,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Liquidambar,styraciflua,C3
Ilex opaca,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Ilex,opaca,C3
Quercus alba,"Taylor MK, Lankau RA, Wurzburger N. 2016. Mycorrhizal associations of trees have different indirect effects on organic matter decomposition. Journal of Ecology 104: 1576-1584.",Quercus,alba,C3
Acer rubrum,"Chen H, Harmon ME, Sexton J, Fasth B. 2002. Fine-root decomposition and N dynamics in coniferous forests of the Pacific Northwest, U.S.A.",Acer,rubrum,C3
Larix gmelinii,"Sun T, Mao Z, Han Y. 2013. Slow decomposition of very fine roots and some factors controlling the process: a 4-year experiment in four temperate tree species. Plant Soil 372: 445-458.",Larix,gmelinii,C3
Populus tremula,"Sun T, Mao Z, Han Y. 2013. Slow decomposition of very fine roots and some factors controlling the process: a 4-year experiment in four temperate tree species. Plant Soil 372: 445-458.",Populus,tremula,C3
Acer saccharum,"Fahey TJ, Arthur MA. 1994. Further studies of root decomposition following harvest of a northern hardwoods forest. Forest Science 40: 618-629.",Acer,saccharum,C3
Fraxinus mandshurica,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Fraxinus,mandshurica,C3
Phellodendron amurense,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Phellodendron,amurense,C3
Larix gmelinii,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Larix,gmelinii,C3
Populus tremula,"Dong L, Mao Z, Sun T. 2016. Condensed tannin effects on decomposition of very fine roots among temperate tree species. Soil Biology & Biochemistry 103: 489-492.",Populus,tremula,C3
Acer negundo,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Acer,negundo,C3
Acer saccharum,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Acer,saccharum,C3
Juglans nigra,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Juglans,nigra,C3
Sassafras albidum,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Sassafras,albidum,C3
Liriodendron tulipifera,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Liriodendron,tulipifera,C3
Carya glabra,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Carya,glabra,C3
Quercus alba,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Quercus,alba,C3
Quercus rubra,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Quercus,rubra,C3
Pinus virginiana,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Pinus,virginiana,C3
Pinus strobus,"Chen W, Koide RT, Adams TS, DeForest JL, Cheng L, Eissenstat DM. 2016. Root morphology and mycorrhizal symbioses together shape nutrient foraging strategies of temperate trees. Proceedings of the National Academy of Sciences 113: 8741-8746.",Pinus,strobus,C3
Fraxinus excelsior,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Fraxinus,excelsior,C3
Acer platanoides,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Acer,platanoides,C3
Acer pseudoplatanus,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Acer,pseudoplatanus,C3
Carpinus betulus,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Carpinus,betulus,C3
Tilia cordata,"Liese R, Alings K, Meier IC. 2017. Root branching is a leading root trait of the plant economics spectrum in temperate trees. Frontiers in Plant Science 8:315.",Tilia,cordata,C3
